"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Schmid, N.A.; Montreuil, B.; Limère, V.","Schmid, Nico André (57203787524); Montreuil, Benoît (7003796719); Limère, Veronique (26421266300)","57203787524; 7003796719; 26421266300","A case study on the integration of assembly line balancing and feeding decisions","2022","IFAC-PapersOnLine","55","10","","109","114","0","2","10.1016/j.ifacol.2022.09.376","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144523001&doi=10.1016%2Fj.ifacol.2022.09.376&partnerID=40&md5=dfab445f113d4734ddf2179230b676de","Conference paper","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85144523001"
"Nakao, J.; Nishi, T.","Nakao, Jun (57751967900); Nishi, Tatsushi (8579138600)","57751967900; 8579138600","A bilevel production planning using machine learning-based customer modeling","2022","Journal of Advanced Mechanical Design, Systems and Manufacturing","16","4","A24","","","0","4","10.1299/jamdsm.2022jamdsm0037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142860660&doi=10.1299%2Fjamdsm.2022jamdsm0037&partnerID=40&md5=6090ef9d9e253f047e84c0a22baf8390","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85142860660"
"Pilati, F.; Sbaragli, A.; Brunelli, D.","Pilati, Francesco (7004935679); Sbaragli, A. (57747629200); Brunelli, Davide (22233293600)","7004935679; 57747629200; 22233293600","Indoor positioning systems to digitalize manual production processes","2022","Proceedings of the Summer School Francesco Turco","","","","","","7","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142809999&partnerID=40&md5=ffd8e00de03b1efec59070b53ba2247c","Conference paper","Final","","Scopus","2-s2.0-85142809999"
"Yang, J.; Lan, X.; Yao, Z.; Liu, W.; Deng, W.; Qu, W.","Yang, Jianxin (43361942700); Lan, Xiaoping (57221644977); Yao, Zhiqiang (57980080600); Liu, Wenjun (57194408854); Deng, Weiqian (57980455300); Qu, Weiyan (57979893500)","43361942700; 57221644977; 57980080600; 57194408854; 57980455300; 57979893500","Research on Production Process Control Method of Discrete Manufacturing Digital Workshop","2022","","","","","395","399","0","1","10.1109/ICCNEA57056.2022.00091","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142496296&doi=10.1109%2FICCNEA57056.2022.00091&partnerID=40&md5=df3cc9494554d74fce6f21980771bb6a","Conference paper","Final","","Scopus","2-s2.0-85142496296"
"Tian, Y.; Song, S.; Zhou, D.; Wei, C.","Tian, Yongting (57203539447); Song, Shouxu (7403349970); Zhou, Dan (36611144300); Wei, Chen (57704007500)","57203539447; 7403349970; 36611144300; 57704007500","Configuring products using NSGA-II: warranty profits, performance–price, and environmental emissions from the contractor perspective","2022","Journal of Engineering Design","33","8-9","","545","566","0","10","10.1080/09544828.2022.2139524","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142121082&doi=10.1080%2F09544828.2022.2139524&partnerID=40&md5=651ce903f9fba885d29699ae9a5ebae8","Article","Final","","Scopus","2-s2.0-85142121082"
"Shakeri, Z.; Benfriha, K.","Shakeri, Zohreh (57322828500); Benfriha, Khaled (7801496180)","57322828500; 7801496180","An Overview on Smart Scheduling in MES: In the Context of Industry 4.0","2022","","","","","","","0","7","10.1109/ICAC55051.2022.9911166","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141195498&doi=10.1109%2FICAC55051.2022.9911166&partnerID=40&md5=447cc6b4e3b2416ac3d2911f0fec95b3","Conference paper","Final","","Scopus","2-s2.0-85141195498"
"Fedosovsky, M.E.; Uvarov, M.M.; Aleksanin, S.A.; Pyrkin, A.A.; Colombo, A.W.; Prattichizzo, D.","Fedosovsky, Michael Evgenievich (55942594000); Uvarov, Mikhail M. (57915844800); Aleksanin, Sergey Andreevich (56669767900); Pyrkin, Anton A. (26656070700); Colombo, Armando Walter (25625988000); Prattichizzo, Domenico (7004048807)","55942594000; 57915844800; 56669767900; 26656070700; 25625988000; 7004048807","Sustainable Hyperautomation in High-Tech Manufacturing Industries: A Case of Linear Electromechanical Actuators","2022","IEEE Access","10","","","98204","98219","0","7","10.1109/ACCESS.2022.3205623","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139259776&doi=10.1109%2FACCESS.2022.3205623&partnerID=40&md5=6a762da136f3f950f277b772b581097f","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85139259776"
"Tanane, B.; Dafflon, B.; Bentaha, M.L.; Moalla, N.; Ferreiro, V.","Tanane, Badreddine (57466894900); Dafflon, Baudouin (51763459500); Bentaha, Mohand Lounes (55858170200); Moalla, Néjib (23100964800); Ferreiro, Vincent (57467612300)","57466894900; 51763459500; 55858170200; 23100964800; 57467612300","Toward a Collaborative Sensor Network Integration for SMEs’ Zero-Defect Manufacturing","2022","IFIP Advances in Information and Communication Technology","662 IFIP","","","31","43","0","6","10.1007/978-3-031-14844-6_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139032024&doi=10.1007%2F978-3-031-14844-6_3&partnerID=40&md5=05e7867b3f37f5a40ba64a457b194550","Conference paper","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85139032024"
"Kim, M.-S.; Oh, S.-C.; Chang, E.H.; Lee, S.; Wells, J.W.; Arinez, J.; Jang, Y.J.","Kim, Min-soo (58369551100); Oh, Seogchan (15753973400); Chang, Eunhyo (57961787400); Lee, Sangheon (57192514338); Wells, James W. (55435926200); Arinez, Jorge F. (23093135300); Jang, Young Jae (55212751800)","58369551100; 15753973400; 57961787400; 57192514338; 55435926200; 23093135300; 55212751800","A dynamic programming-based heuristic algorithm for a flexible job shop scheduling problem of a matrix system in automotive industry","2022","IEEE International Conference on Automation Science and Engineering","2022-August","","","777","782","0","11","10.1109/CASE49997.2022.9926440","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138720583&doi=10.1109%2FCASE49997.2022.9926440&partnerID=40&md5=bb8aafcce5a24d38a8d9a5402e918225","Conference paper","Final","","Scopus","2-s2.0-85138720583"
"Liyanaarachchi, N.; Akasaka, S.; Weng, J.","Liyanaarachchi, Nirmala (57195954905); Akasaka, Shingo (56524220800); Weng, Jiahua (8228983700)","57195954905; 56524220800; 8228983700","Impact of Resource Allocation Policies on Lead Time in a High-Mix Low-Volume Production System","2022","Journal of Japan Industrial Management Association","73","2","","136","144","0","0","10.11221/jima.73.136","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138218254&doi=10.11221%2Fjima.73.136&partnerID=40&md5=c401443919c992b294105fc24a4c5709","Article","Final","","Scopus","2-s2.0-85138218254"
"ElSayed, E.K.; Elsayed, A.K.; El-Dahshan, K.A.","ElSayed, Eman Karam (56711014000); Elsayed, Asmaa K. (57226468413); El-Dahshan, Kamal A. (36967841100)","56711014000; 57226468413; 36967841100","Deep Reinforcement Learning-Based Job Shop Scheduling of Smart Manufacturing","2022","Computers, Materials and Continua","73","3","","5103","5120","0","23","10.32604/cmc.2022.030803","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135061069&doi=10.32604%2Fcmc.2022.030803&partnerID=40&md5=ff33e40b1b2ba20f53ee250503a403e8","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85135061069"
"Zhou, L.; Geng, N.; Jiang, Z.; Jiang, S.","Zhou, Liping (57188644963); Geng, Na (15762469600); Jiang, Zhibin (55628575343); Jiang, Shan (57193030072)","57188644963; 15762469600; 55628575343; 57193030072","Integrated Multiresource Capacity Planning and Multitype Patient Scheduling","2022","INFORMS Journal on Computing","34","1","","129","149","0","9","10.1287/ijoc.2020.1048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134615218&doi=10.1287%2Fijoc.2020.1048&partnerID=40&md5=7c4765510bf6177508422e77d918284c","Article","Final","","Scopus","2-s2.0-85134615218"
"Li, Z.-D.; Pan, F.; Ye, S.; Hu, H.","Li, Zhendong (57762182900); Pan, Fan (57761943200); Ye, Shuai (57761719600); Hu, Hao (56784727600)","57762182900; 57761943200; 57761719600; 56784727600","Modeling and optimization of chemical reaction based on XGBoost-PSO","2022","Proceedings of SPIE - The International Society for Optical Engineering","12259","","122594J","","","0","1","10.1117/12.2641107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132729333&doi=10.1117%2F12.2641107&partnerID=40&md5=f3bb182e15dcb81bc3cc6b60f29bb632","Conference paper","Final","","Scopus","2-s2.0-85132729333"
"Klar, M.; Hussong, M.; Flore, P.; Yi, L.; Glatt, M.; Aurich, J.C.","Klar, Matthias (57266441400); Hussong, Marco (57327529500); Flore, Patrick (57227161700); Yi, Li (57201704345); Glatt, Moritz F. (57202854393); Aurich, J. C. (7005485993)","57266441400; 57327529500; 57227161700; 57201704345; 57202854393; 7005485993","Scalability investigation of Double Deep Q Learning for factory layout planning","2022","Procedia CIRP","107","","","161","166","0","14","10.1016/j.procir.2022.04.027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132306952&doi=10.1016%2Fj.procir.2022.04.027&partnerID=40&md5=2a0ca578a02127131b9e441d92ca240b","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85132306952"
"Serrano-Ruiz, J.C.; Mula, J.; Poler, R.","Serrano-Ruiz, Julio C. (57354419800); Mula, Josefa (57200788653); Poler, Raul (22734966200)","57354419800; 57200788653; 22734966200","Toward smart manufacturing scheduling from an ontological approach of job-shop uncertainty sources","2022","IFAC-PapersOnLine","55","2","","150","155","0","6","10.1016/j.ifacol.2022.04.185","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132207821&doi=10.1016%2Fj.ifacol.2022.04.185&partnerID=40&md5=502d027efd9b5a21bf3da4d278ba274c","Conference paper","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85132207821"
"Narwane, V.S.; Raut, R.D.; Gardas, B.B.; Narkhede, B.E.; Awasthi, A.","Narwane, Vaibhav S. (57205744381); Raut, Rakesh Dulichand (42262603800); Gardas, Bhaskar B. (57191519812); Narkhede, Balkrishna Eknath (55642871600); Awasthi, Anjali (57203055159)","57205744381; 42262603800; 57191519812; 55642871600; 57203055159","Examining smart manufacturing challenges in the context of micro, small and medium enterprises","2022","International Journal of Computer Integrated Manufacturing","35","12","","1395","1412","0","27","10.1080/0951192X.2022.2078508","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131156376&doi=10.1080%2F0951192X.2022.2078508&partnerID=40&md5=a5dd036f80f872231f30aa50fe66874f","Article","Final","","Scopus","2-s2.0-85131156376"
"Asadpour, M.; Hodaei, Z.; Azami, M.; Kehtari, E.; Vesal, N.","Asadpour, Milad (57205728582); Hodaei, Zahra (57889097500); Azami, Marzieh (57889176400); Kehtari, Ehsan (57889044000); Vesal, Najmeh (57889097600)","57205728582; 57889097500; 57889176400; 57889044000; 57889097600","A green model for identical parallel machines scheduling problem considering tardy jobs and job splitting property","2022","Sustainable Operations and Computers","3","","","149","155","0","10","10.1016/j.susoc.2022.01.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129736908&doi=10.1016%2Fj.susoc.2022.01.002&partnerID=40&md5=b3f58d973164ddab299ea9be8f5b861a","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85129736908"
"Fang, J.","Fang, Junfeng (57576391400)","57576391400","An Effective Hybrid Multiobjective Flexible Job Shop Scheduling Problem Based on Improved Genetic Algorithm","2022","Scientific Programming","2022","","2120944","","","0","3","10.1155/2022/2120944","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128170545&doi=10.1155%2F2022%2F2120944&partnerID=40&md5=2f8e6b8fa2f428d7b6e8dba98943d912","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85128170545"
"Musiał, K.; Balashov, A.; Burduk, A.; Batako, A.; Safonyk, A.","Musiał, Kamił (57191250360); Balashov, Artem (57564088600); Burduk, Anna (15031310600); Batako, Andre D.L. (8392012800); Safonyk, Andrii P. (55791471100)","57191250360; 57564088600; 15031310600; 8392012800; 55791471100","Solving Scheduling Problems in Case of Multi-objective Production Using Heuristic Optimization","2022","Lecture Notes in Mechanical Engineering","","","","13","24","0","2","10.1007/978-3-030-99310-8_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127708722&doi=10.1007%2F978-3-030-99310-8_2&partnerID=40&md5=3230470936627df4f8415c5292118094","Conference paper","Final","","Scopus","2-s2.0-85127708722"
"Wu, Y.; Li, Y.","Wu, Yonghui (57563406400); Li, Yiwen (57563154800)","57563406400; 57563154800","Digital Twin-Driven Performance Optimization for Hazardous Waste Landfill Systems","2022","Mathematical Problems in Engineering","2022","","7778952","","","0","9","10.1155/2022/7778952","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127698911&doi=10.1155%2F2022%2F7778952&partnerID=40&md5=624a3d0fb0f89fb2b9fe3cb9a3b2c630","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85127698911"
"Du, Y.; Wang, Y.; Wang, J.; Zhang, T.","Du, Yi (57206646177); Wang, Yongqiang (57560274100); Wang, Jialin (57559394700); Zhang, Tianpeng (59077597600)","57206646177; 57560274100; 57559394700; 59077597600","Production Task Allocation Decision Based on Cloud Robot Cell-Line","2022","Computational Intelligence and Neuroscience","2022","","5892943","","","0","2","10.1155/2022/5892943","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127509127&doi=10.1155%2F2022%2F5892943&partnerID=40&md5=b3a2feed6c60c5e904a16f6a76cf63db","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85127509127"
"Feng, M.; Li, Y.","Feng, Maomao (57456261200); Li, Yang (59646501100)","57456261200; 59646501100","Predictive Maintenance Decision Making Based on Reinforcement Learning in Multistage Production Systems","2022","IEEE Access","10","","","18910","18921","0","32","10.1109/ACCESS.2022.3151170","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124743585&doi=10.1109%2FACCESS.2022.3151170&partnerID=40&md5=f00f44d2c9a7aa2748c893c538b80d20","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85124743585"
"Chien, C.-H.; Chen, P.-Y.; Trappey, A.J.C.; Trappey, C.V.","Chien, Chunhua (57225950463); Chen, Po Yen (57191855918); Trappey, Amy J.C. (7003314683); Trappey, Charles V. (6603075752)","57225950463; 57191855918; 7003314683; 6603075752","Intelligent Supply Chain Management Modules Enabling Advanced Manufacturing for the Electric-Mechanical Equipment Industry","2022","Complexity","2022","","8221706","","","0","14","10.1155/2022/8221706","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124293700&doi=10.1155%2F2022%2F8221706&partnerID=40&md5=27ae35227d672602d217269c85ffd1e2","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85124293700"
"do Couto, B.S.; Sellitto, M.A.","do Couto, Bruna Strapazzon (57425462200); Sellitto, Miguel Afonso (14630987000)","57425462200; 14630987000","Workload Control and Order Dispatching Rules Application in a Make-to-Order Manufacturing Process","2022","Periodica Polytechnica Social and Management Sciences","30","1","","86","93","0","0","10.3311/PPso.17271","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123409251&doi=10.3311%2FPPso.17271&partnerID=40&md5=d0fbaa4d8d16cc0e5fc4abf6f5db5156","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85123409251"
"Zhang, X.; Ming, X.; Bao, Y.; Liao, X.; Miao, R.","Zhang, Xianyu (57207318254); Ming, Xingguo (7005300183); Bao, Yuguang (57218584519); Liao, Xiaoqiang (57340020900); Miao, Rui (11241026100)","57207318254; 7005300183; 57218584519; 57340020900; 11241026100","Networking-enabled product service system (N-PSS) in collaborative manufacturing platform for mass personalization model","2022","Computers and Industrial Engineering","163","","107805","","","0","17","10.1016/j.cie.2021.107805","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119201476&doi=10.1016%2Fj.cie.2021.107805&partnerID=40&md5=16ea0e22294dd12ae620237394a55429","Article","Final","","Scopus","2-s2.0-85119201476"
"Thenarasu, M.; Krishnaswamy, K.; Rousseau, J.; Anbuudayasankar, S.P.","Thenarasu, Mohanavelu (57214792044); Krishnaswamy, Rameshkumar (57190695664); Rousseau, Jacob (57290511300); Anbuudayasankar, S. P. (26638647400)","57214792044; 57190695664; 57290511300; 26638647400","Development and analysis of priority decision rules using MCDM approach for a flexible job shop scheduling: A simulation study","2022","Simulation Modelling Practice and Theory","114","","102416","","","0","45","10.1016/j.simpat.2021.102416","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116846507&doi=10.1016%2Fj.simpat.2021.102416&partnerID=40&md5=85abcc63b0e76285e4f46c6f1adb5c05","Article","Final","","Scopus","2-s2.0-85116846507"
"Yağcıoğlu, E.; Tekin, A.T.; Cebi, F.","Yağcıoğlu, Engin (57264305800); Tekin, Ahmet Tezcan (57208388248); Cebi, Ferhan (25027066100)","57264305800; 57208388248; 25027066100","Demand Forecasting of a Company that Produces by Mass Customization with Machine Learning","2022","Lecture Notes in Networks and Systems","308","","","197","204","0","0","10.1007/978-3-030-85577-2_23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115270212&doi=10.1007%2F978-3-030-85577-2_23&partnerID=40&md5=c37a090903637dea5d838051f1d41471","Conference paper","Final","","Scopus","2-s2.0-85115270212"
"Wang, F.F.","Wang, Fong Fan (12040693100)","12040693100","Joint replacement and production control for a queueing system with different failures","2022","Journal of Industrial and Production Engineering","39","3","","196","209","0","1","10.1080/21681015.2021.1969456","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113811283&doi=10.1080%2F21681015.2021.1969456&partnerID=40&md5=a756a76910d65ce748935271f026caec","Article","Final","","Scopus","2-s2.0-85113811283"
"Ren, W.; Yan, Y.; Hu, Y.; Guan, Y.","Ren, Weibo (57202858764); Yan, Yan (56654588200); Hu, Yaoguang (55998536400); Guan, Yu (57192101964)","57202858764; 56654588200; 55998536400; 57192101964","Joint optimisation for dynamic flexible job-shop scheduling problem with transportation time and resource constraints","2022","International Journal of Production Research","60","18","","5675","5696","0","88","10.1080/00207543.2021.1968526","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113758534&doi=10.1080%2F00207543.2021.1968526&partnerID=40&md5=efd7b2a45eef914c536c6d0d191ce489","Article","Final","","Scopus","2-s2.0-85113758534"
"Chen, W.; Gong, X.; Liu, F.; Liu, H.; Jiao, R.J.","Chen, Wenchong (56915077300); Gong, Xuejian (57200147459); Liu, Fangyu (57224400519); Liu, Hongwei (56106138800); Jiao, Roger (Roger) (7004368712)","56915077300; 57200147459; 57224400519; 56106138800; 7004368712","Bilevel interactive optimisation for rebatching scheduling problem with selectivity banks in high variety flow line production","2022","International Journal of Production Research","60","12","","3879","3900","0","6","10.1080/00207543.2021.1933644","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107484254&doi=10.1080%2F00207543.2021.1933644&partnerID=40&md5=99e235224a4dbc0899b8cd9889beb97f","Article","Final","","Scopus","2-s2.0-85107484254"
"Tamssaouet, K.; Dauzère–Pérès, S.; Knopp, S.; Bitar, A.; Yugma, C.","Tamssaouet, Karim (57203361120); Dauzère–Pérès, Stéphane (6701410206); Knopp, Sebastian (56810963500); Bitar, Abdoul (56376647800); Yugma, Claude G. (57203362143)","57203361120; 6701410206; 56810963500; 56376647800; 57203362143","Multiobjective optimization for complex flexible job-shop scheduling problems","2022","European Journal of Operational Research","296","1","","87","100","0","48","10.1016/j.ejor.2021.03.069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106953117&doi=10.1016%2Fj.ejor.2021.03.069&partnerID=40&md5=1e609f15f64456d70ba553c700e5dc97","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85106953117"
"He, Y.; Stecke, K.E.","He, Yumin (55498900200); Stecke, Kathryn E. (7003693656)","55498900200; 7003693656","Simultaneous part input sequencing and robot scheduling for mass customisation","2022","International Journal of Production Research","60","8","","2481","2496","0","10","10.1080/00207543.2021.1894369","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102931430&doi=10.1080%2F00207543.2021.1894369&partnerID=40&md5=0f56f9b5718db89c19b0e4222d3a7e3d","Article","Final","","Scopus","2-s2.0-85102931430"
"Longo, F.; Padovano, A.; Cimmino, B.; Pinto, P.","Longo, Francesco (57201515306); Padovano, Antonio (56429595900); Cimmino, Barbara (57301275300); Pinto, Paolo (57301423200)","57201515306; 56429595900; 57301275300; 57301423200","Towards a mass customization in the fashion industry: An evolutionary decision aid model for apparel product platform design and optimization","2021","Computers and Industrial Engineering","162","","107742","","","0","36","10.1016/j.cie.2021.107742","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117416860&doi=10.1016%2Fj.cie.2021.107742&partnerID=40&md5=093332ebf2d9a48a8a365514ccd0d83e","Article","Final","","Scopus","2-s2.0-85117416860"
"Mele, M.; Campana, G.; Monti, G.L.","Mele, Mattia (57189244954); Campana, Giampaolo (7005109422); Monti, Gian Luca (57204610180)","57189244954; 7005109422; 57204610180","Intelligent orientation of parts based on defect prediction in Multi Jet Fusion process","2021","Progress in Additive Manufacturing","6","4","","841","858","0","6","10.1007/s40964-021-00199-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108254584&doi=10.1007%2Fs40964-021-00199-x&partnerID=40&md5=a1b57aabc1c97134ece68ef22e33899b","Article","Final","","Scopus","2-s2.0-85108254584"
"Zhou, T.; Tang, D.; Zhu, H.; Zhang, Z.","Zhou, Tong (57192425698); Tang, Dunbing (7401986837); Zhu, Haihua (56426662200); Zhang, Zequn (57192645850)","57192425698; 7401986837; 56426662200; 57192645850","Multi-agent reinforcement learning for online scheduling in smart factories","2021","Robotics and Computer-Integrated Manufacturing","72","","102202","","","0","114","10.1016/j.rcim.2021.102202","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107792029&doi=10.1016%2Fj.rcim.2021.102202&partnerID=40&md5=cab7402f00d71458e6b69ecae8d33270","Article","Final","","Scopus","2-s2.0-85107792029"
"Ruiz Zúñiga, E.; Flores-García, E.; Urenda Moris, M.; Fathi, M.; Syberfeldt, A.","Ruiz Zúñiga, Enrique (56740579200); Flores-García, Erik (57203859449); Urenda Moris, Matias (6603366415); Fathi, Masood (35603113600); Syberfeldt, Anna (25639958400)","56740579200; 57203859449; 6603366415; 35603113600; 25639958400","Holistic simulation-based optimisation methodology for facility layout design with consideration to production and logistics constraints","2021","Proceedings of the Institution of Mechanical Engineers, Part B: Journal of Engineering Manufacture","235","14","","2350","2361","0","8","10.1177/09544054211017310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105954789&doi=10.1177%2F09544054211017310&partnerID=40&md5=042ae5036d926a8e0e2c4e6af2775bdd","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85105954789"
"Sheng, H.; Feng, T.; Chen, L.; Chu, D.","Sheng, Hongyan (57219017995); Feng, Taiwen (25930958400); Chen, Lucheng (57212538608); Chu, Dianhui (9733764400)","57219017995; 25930958400; 57212538608; 9733764400","Responding to market turbulence by big data analytics and mass customization capability","2021","Industrial Management and Data Systems","121","12","","2614","2636","0","28","10.1108/IMDS-03-2021-0160","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113744588&doi=10.1108%2FIMDS-03-2021-0160&partnerID=40&md5=37f7ebf3890e0f3502f636bfc5782be3","Article","Final","","Scopus","2-s2.0-85113744588"
"Liu, C.; Yang, X.; Wang, J.","Liu, Chunfeng (53980180900); Yang, Xiao (57226123890); Wang, Jufeng (36998994800)","53980180900; 57226123890; 36998994800","Optimization of product line considering compatibility and reliability via discrete imperialist competitive algorithm","2021","RAIRO - Operations Research","55","6","","3773","3795","0","6","10.1051/ro/2021173","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122026101&doi=10.1051%2Fro%2F2021173&partnerID=40&md5=777f375bbef5e79f48ac979315672df2","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85122026101"
"Chia Yee, G.; Jeng Feng, C.; Chik, M.A.B.; Mokhtar, M.","Chia Yee, Goh (57418164400); Jeng Feng, Chin (57418164500); Chik, Mohd Azizi Bin (24775125500); Mokhtar, Mohzani Bin (37003754800)","57418164400; 57418164500; 24775125500; 37003754800","Weighted grey relational analysis to evaluate multilevel dispatching rules in wafer fabrication","2021","Grey Systems","11","4","","619","649","0","7","10.1108/GS-08-2020-0106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121836601&doi=10.1108%2FGS-08-2020-0106&partnerID=40&md5=c08392a94932b84fde795c9e3a8ec863","Article","Final","","Scopus","2-s2.0-85121836601"
"Ghaleb, M.; Taghipour, S.; Zolfagharinia, H.","Ghaleb, Mageed A. (56450895900); Taghipour, Sharareh (26430140000); Zolfagharinia, Hossein (55315162600)","56450895900; 26430140000; 55315162600","Real-time integrated production-scheduling and maintenance-planning in a flexible job shop with machine deterioration and condition-based maintenance","2021","Journal of Manufacturing Systems","61","","","423","449","0","111","10.1016/j.jmsy.2021.09.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116809271&doi=10.1016%2Fj.jmsy.2021.09.018&partnerID=40&md5=1547afa4d7041fce21c2610f8f3b831e","Article","Final","","Scopus","2-s2.0-85116809271"
"Tan, W.; Yuan, X.; Wang, J.; Zhang, X.","Tan, Weihua (57226101712); Yuan, Xiaofang (8707907400); Wang, Jinlei (57226363629); Zhang, Xizheng (56383921300)","57226101712; 8707907400; 57226363629; 56383921300","A fatigue-conscious dual resource constrained flexible job shop scheduling problem by enhanced NSGA-II: An application from casting workshop","2021","Computers and Industrial Engineering","160","","107557","","","0","99","10.1016/j.cie.2021.107557","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111311384&doi=10.1016%2Fj.cie.2021.107557&partnerID=40&md5=7768800265afecafb8ea94c5644e6d78","Conference paper","Final","","Scopus","2-s2.0-85111311384"
"Tidhar, N.; Li, Y.; Kristombu Baduge, K.S.; Mendis, P.; Thilakarathna, P.S.M.; Chandrathilaka, E.R.K.","Tidhar, N. (57223853300); Li, Y. (57223878466); Kristombu Baduge, Shanaka (57204243002); Mendis, Priyan Anumddha (7003700296); Thilakarathna, Petikirige Sadeep Madhushan (57216155634); Chandrathilaka, Egodawaththa Ralalage Kanishka (57204002786)","57223853300; 57223878466; 57204243002; 7003700296; 57216155634; 57204002786","A Slack approach to optimised modularisation of prefabricated structures using a multi-variable modularisation index","2021","Structures","33","","","1235","1251","0","5","10.1016/j.istruc.2021.04.064","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106339920&doi=10.1016%2Fj.istruc.2021.04.064&partnerID=40&md5=eadaed23a81ca6ec4ff4d127e12ae979","Article","Final","","Scopus","2-s2.0-85106339920"
"Goppert, A.; Mohring, L.; Schmitt, R.H.","Goppert, Amon (57201698841); Mohring, Leon (57223298018); Schmitt, Robert H. (55418282900)","57201698841; 57223298018; 55418282900","Predicting performance indicators with ANNs for AI-based online scheduling in dynamically interconnected assembly systems","2021","Production Engineering","15","5","","619","633","0","18","10.1007/s11740-021-01057-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105500770&doi=10.1007%2Fs11740-021-01057-z&partnerID=40&md5=ba3dd2df1c7ec8f1b2320be30050a4f5","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85105500770"
