"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Source","EID"
"Sheng, H.; Feng, T.; Chen, L.; Chu, D.","Sheng, Hongyan (57219017995); Feng, Taiwen (25930958400); Chen, Lucheng (57212538608); Chu, Dianhui (9733764400)","57219017995; 25930958400; 57212538608; 9733764400","Responding to market turbulence by big data analytics and mass customization capability","2021","28","10.1108/IMDS-03-2021-0160","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113744588&doi=10.1108%2FIMDS-03-2021-0160&partnerID=40&md5=37f7ebf3890e0f3502f636bfc5782be3","Purpose: This study aims to explore how to respond to market turbulence by big data analytics (BDA) capability and mass customization capability (MCC) from the perspective of organizational information processing theory (OIPT). Design/methodology/approach: This study examines the research hypotheses using hierarchical regression analysis by collecting data from 277 Chinese firms. Findings: The results reveal that supply chain agility (SCA) completely mediates the impacts of technical skills on product-oriented and service-oriented MCC and the impact of data-driven decision-making culture (DDC) on service-oriented MCC. SCA also partially mediates the impacts of managerial skills on two dimensions of MCC and the impact of DDC on product-oriented MCC. In addition, market turbulence strengthens the impact of managerial skills on SCA. Originality/value: This study provides insightful contributions and implications for enhancing MCC to cope with market turbulence. © 2021 Elsevier B.V., All rights reserved.","Big data analytics capability; Market turbulence; Mass customization capability; Supply chain agility","Advanced Analytics; Big data; Commerce; Computer aided manufacturing; Data Analytics; Decision making; Managers; Supply chains; Turbulence; Data driven decision; Design/methodology/approach; Hierarchical regression analysis; Managerial skills; Mass customization; Organizational information processing; Service Oriented; Supply chain agility; Fintech","Article","Scopus","2-s2.0-85113744588"
"Liu, C.; Yang, X.; Wang, J.","Liu, Chunfeng (53980180900); Yang, Xiao (57226123890); Wang, Jufeng (36998994800)","53980180900; 57226123890; 36998994800","Optimization of product line considering compatibility and reliability via discrete imperialist competitive algorithm","2021","6","10.1051/ro/2021173","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122026101&doi=10.1051%2Fro%2F2021173&partnerID=40&md5=777f375bbef5e79f48ac979315672df2","In the era of mass customization, designing optimal products is one of the most critical decision-making for a company to stay competitive. More and more customers like customized products, which will bring challenges to the product line design and the production. If a company adopts customers' favorite levels, this may lead to lower product reliability, or incompatibility among the components that make up the product. Moreover, it is worth outsourcing certain attribute levels to reduce production cost, but customers may dislike these levels because of their delivery delay. If managers consider the compatibility issue, the quality issue, outsource determination, and the delivery due date in the product design and production stages, they will avoid unreasonable product configuration and many unnecessary expenses, thereby bringing benefits to the company. To solve this complicated problem, we establish a nonlinear program that maximizes Per-capita-contribution Margin considering Reliability Penalty. Since the integrated product line design and production problem is NP-hard, we propose an improved Discrete Imperialist Competitive Algorithm (DICA). The proposed DICA is compared with genetic algorithm (GA) and simulated annealing (SA) through extensive numerical experiment, and the results show that DICA displays 6%-17% and 5%-14% improvement over GA and SA in terms of solution quality, respectively. © 2022 Elsevier B.V., All rights reserved.","Compatibility; Imperialist competitive algorithm; Mass customization; Product line optimization; Product reliability","Computer aided manufacturing; Decision making; Genetic algorithms; Nonlinear programming; Product design; Reliability; Sales; Compatibility; Customized products; Decisions makings; Imperialist competitive algorithms; Mass customization; Optimisations; Product line design; Product line optimization; Product reliability; Productline; Simulated annealing","Article","Scopus","2-s2.0-85122026101"
"Chia Yee, G.; Jeng Feng, C.; Chik, M.A.B.; Mokhtar, M.","Chia Yee, Goh (57418164400); Jeng Feng, Chin (57418164500); Chik, Mohd Azizi Bin (24775125500); Mokhtar, Mohzani Bin (37003754800)","57418164400; 57418164500; 24775125500; 37003754800","Weighted grey relational analysis to evaluate multilevel dispatching rules in wafer fabrication","2021","7","10.1108/GS-08-2020-0106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121836601&doi=10.1108%2FGS-08-2020-0106&partnerID=40&md5=c08392a94932b84fde795c9e3a8ec863","Purpose: This research proposes weighted grey relational analysis (WGRA) method to evaluate the performance of 325 multilevel dispatching rules in the wafer fabrication process. Design/methodology/approach: The research methodology involves multilevel dispatching rule generation, simulations, WGRA and result analysis. A complete permutation of multilevel dispatching rules, including the partial orders, is generated from five basic rules. Performance measures include cycle time, move, tool idling and queue time. The simulation model and data are obtained from a wafer fab in Malaysia. Two seasons varying in customer orders and objective weights are defined. Finally, to benchmark performance and investigate the effect of varying values of coefficient, the models are compared against TOPSIS and VIKOR. Findings: Results show that the seasons prefer different multilevel dispatching rules. In Normal season, the ideal first basic dispatching rule is critical ratio (CR) and CR followed by shortest processing time (SPT) is the best precedence pairing. In Peak season, the superiority of the rule no longer heavily relies on the first basic rule but rather depends on the combination of tiebreaker rules and on-time delivery (OTD) followed by CR is considered the best precedence pairing. Compared to VIKOR and TOPSIS, WGRA generates more stable rankings in this study. The performance of multicriteria decision-making (MCDM) methods is influenced by the data variability, as a higher variability produces a much consistent ranking. Research limitations/implications: As research implications, the application illustrates the effectiveness and practicality of the WGRA model in analyzing multilevel dispatching rules, considering the complexity of the semiconductor wafer fabrication system. The methodology is useful for researchers wishing to integrate MCDM model into multilevel dispatching rules. The limitation of the research is that the results were obtained from a simulation model. Also, the rules, criteria and weights assigned in WGRA were decided by the management. Lastly, the distinguishing coefficient is fixed at 0.5 and the effect to the ranking requires further study. Originality/value: The research is the first deployment WGRA in ranking multilevel dispatching rules. Multilevel dispatching rules are rarely studied in scheduling research although studies show that the tiebreakers affect the performances of the dispatching rules. The scheduling reflects the characteristics of wafer fabrication and general job shop, such as threshold and look-ahead policies. © 2022 Elsevier B.V., All rights reserved.","Batching; Dispatching rule; Grey relational analysis; Scheduling; Semiconductor manufacturing","Benchmarking; Decision making; Fabrication; Job shop scheduling; Silicon wafers; Basic rules; Batching; Critical ratio; Dispatching rules; Grey relational analysis; Multilevels; Performance; Semiconductor manufacturing; Simulation model; Wafer fabrications; Semiconductor device manufacture","Article","Scopus","2-s2.0-85121836601"
"Ghaleb, M.; Taghipour, S.; Zolfagharinia, H.","Ghaleb, Mageed A. (56450895900); Taghipour, Sharareh (26430140000); Zolfagharinia, Hossein (55315162600)","56450895900; 26430140000; 55315162600","Real-time integrated production-scheduling and maintenance-planning in a flexible job shop with machine deterioration and condition-based maintenance","2021","111","10.1016/j.jmsy.2021.09.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116809271&doi=10.1016%2Fj.jmsy.2021.09.018&partnerID=40&md5=1547afa4d7041fce21c2610f8f3b831e","The introduction of modern technologies in manufacturing is contributing to the emergence of smart (and data-driven) manufacturing systems, known as Industry 4.0. The benefits of adopting such technologies can be fully utilized by presenting optimization models in every step of the decision-making process. This includes the optimization of maintenance plans and production schedules, which are two essential aspects of any manufacturing process. In this paper, we consider the real-time joint optimization of maintenance planning and production scheduling in smart manufacturing systems. We have considered a flexible job shop production layout and addressed several issues that usually take place in practice. The addressed issues are: new job arrivals, unexpected due date changes, machine degradation, random breakdowns, minimal repairs, and condition-based maintenance (CBM). We have proposed a real-time optimization-based system that utilizes a modified hybrid genetic algorithm, an integrated proactive-reactive optimization model, and hybrid rescheduling policies. A set of modified benchmark problems is used to test the proposed system by comparing its performance to several other optimization algorithms and methods used in practice. The results show the superiority of the proposed system for solving the problem under study. The results also emphasize the importance of the quality of the generated baseline plans (i.e., initial integrated plans), the use of hybrid rescheduling policies, and the importance of rescheduling times (i.e., reaction times) for cost savings. © 2021 Elsevier B.V., All rights reserved.","Condition-based maintenance; Industry 4.0; Maintenance planning; Production scheduling; Real-time optimization; Smart manufacturing systems","Benchmarking; Decision making; Deterioration; Genetic algorithms; Industry 4.0; Maintenance; Planning; Production control; Real time systems; Scheduling; Condition based maintenance; Flexible job shops; Integrated production; Maintenance planning; Production Scheduling; Production/scheduling: planning; Real- time; Realtime optimizations (RTO); Smart manufacturing; Smart manufacturing system","Article","Scopus","2-s2.0-85116809271"
"Tan, W.; Yuan, X.; Wang, J.; Zhang, X.","Tan, Weihua (57226101712); Yuan, Xiaofang (8707907400); Wang, Jinlei (57226363629); Zhang, Xizheng (56383921300)","57226101712; 8707907400; 57226363629; 56383921300","A fatigue-conscious dual resource constrained flexible job shop scheduling problem by enhanced NSGA-II: An application from casting workshop","2021","99","10.1016/j.cie.2021.107557","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111311384&doi=10.1016%2Fj.cie.2021.107557&partnerID=40&md5=7768800265afecafb8ea94c5644e6d78","Dual resource constrained flexible job shop scheduling problem (DRCFJSP) becomes a hot research topic in recent years. However, worker fatigue is barely considered in DRCFJSP, which will result in unsuitable task assignments for workers and bring about negative effects such as muscle fatigue and cognitive confusion. To this end, a fatigue-conscious DRCFJSP is proposed in this paper, aiming at simultaneously relieving fatigue and promoting productivity by joint scheduling of machines and workers. A multi-objective optimization model is constructed to minimize the maximum worker fatigue and makespan. Furthermore, an enhanced NSGA-II (ENSGA) is developed in this paper to cope with the proposed problem. In the ENSGA, four dispatch rules are designed to generate high-quality solutions at the initialization stage. Two neighborhood structures based on a novel method of defining the critical path are designed to strengthen the ability of local search. Finally, with the comprehensive experiments on extensive test instances and a case study from real-world casting workshop, the effectiveness of proposed ENSGA for solving the fatigue-conscious DRCFJSP is verified, and the significance of the proposed joint scheduling approach is elucidated. This work renders the decision-maker practical and effective scheduling with fatigue-conscious for the machine and worker constrained flexible manufacturing system. © 2021 Elsevier B.V., All rights reserved.","Casting workshop; Dual resource constrained flexible job shop scheduling problem; Initialization method; Multi-objective optimization; Neighborhood structure; Worker fatigue","Decision making; Flexible manufacturing systems; Job shop scheduling; Casting workshop; Dual resource constrained; Dual resource constrained flexible job shop scheduling problem; Flexible job-shop scheduling problem; Initialization methods; Multi-objectives optimization; Neighborhood structure; NSGA-II; Worker fatigue; Workers'; Multiobjective optimization","Conference paper","Scopus","2-s2.0-85111311384"
"Tidhar, N.; Li, Y.; Kristombu Baduge, K.S.; Mendis, P.; Thilakarathna, P.S.M.; Chandrathilaka, E.R.K.","Tidhar, N. (57223853300); Li, Y. (57223878466); Kristombu Baduge, Shanaka (57204243002); Mendis, Priyan Anumddha (7003700296); Thilakarathna, Petikirige Sadeep Madhushan (57216155634); Chandrathilaka, Egodawaththa Ralalage Kanishka (57204002786)","57223853300; 57223878466; 57204243002; 7003700296; 57216155634; 57204002786","A Slack approach to optimised modularisation of prefabricated structures using a multi-variable modularisation index","2021","5","10.1016/j.istruc.2021.04.064","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106339920&doi=10.1016%2Fj.istruc.2021.04.064&partnerID=40&md5=eadaed23a81ca6ec4ff4d127e12ae979","The construction industry is currently undergoing an increasing demand to boost productivity and improve system efficiencies. Clients are demanding increasingly more customised products at a more competitive cost, speed, and quality. Yet current design systems and existing literature largely overlook the use of automated decision-making tools for supporting mass-customisation for prefabricated buildings. To address this gap, a method for using automated tools to optimise the modularisation of prefabricated light-weight structures is investigated. This study's primary contributions include a multi-variable Modularisation Index, which offers a novel framework for characterising the “optimal” solution, and a recursive Slack-distribution algorithm, which offers a novel method for modularising customised architectural designs. The core insight is that an optimal modularisation solution may be found using a Greedy algorithm. This involves incrementally adjusting the internal module boundaries from the initial solution, and evaluating each viable solution using the proposed Modularisation Index. The Index considers functions of cost, speed, and quality that are weighted according to client preferences. The system outputs the top three highest scoring modularisation solutions which may then be examined by the builder. Overall, the proposed method performs equal to or better than experts for 90% of cases. The Index and modularisation algorithm hence offer useful tools for automating and optimising prefabricated construction, with further opportunity for optimising architectural designs. © 2023 Elsevier B.V., All rights reserved.","Modularisation; Multi-variable index; Optimisation; Prefabrication; Slack","","Article","Scopus","2-s2.0-85106339920"
"Goppert, A.; Mohring, L.; Schmitt, R.H.","Goppert, Amon (57201698841); Mohring, Leon (57223298018); Schmitt, Robert H. (55418282900)","57201698841; 57223298018; 55418282900","Predicting performance indicators with ANNs for AI-based online scheduling in dynamically interconnected assembly systems","2021","18","10.1007/s11740-021-01057-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105500770&doi=10.1007%2Fs11740-021-01057-z&partnerID=40&md5=ba3dd2df1c7ec8f1b2320be30050a4f5","Mass customization demands shorter manufacturing system response times due to frequent product changes. This increase in system dynamics imposes additional flexibility requirements especially on assembly processes, as complexity accumulates in this last step of value creation. Flexible and dynamically interconnected assembly systems can meet the increased requirements as opposed to traditional dedicated assembly line approaches. The high complexity and dynamical environment in these kinds of systems lead to the demand for real-time online control and scheduling solutions. Within the decision-making of online scheduling, the capability of predicting the consequences of available actions is crucial. In real-time environments, running extensive discrete-event simulations to evaluate how actions unfold requires too much computing time. Artificial neural networks (ANN) are a viable alternative to quickly evaluate the potential future performance value of a production state for online production planning and control. They can predict performance indicators such as the expected makespan given the current production status. Leveraging recent advances in artificial intelligence (AI) game algorithms, an assembly control system based on Google DeepMind’s AlphaZero was created. Specifically, an ANN is incorporated into the approach that suggests favorable job routing decisions and predicts the value of actions. The results show that the trained network can predict favorable actions with an accuracy of over 95% and estimate the makespan with an error smaller than 3%. © 2021 Elsevier B.V., All rights reserved.","Assembly; Control systems; Manufacturing; Neural networks; Scheduling","Benchmarking; Complex networks; Decision making; Discrete event simulation; Forecasting; Manufacture; Neural networks; Online systems; Production control; Real time systems; Riveting; Scheduling; Additional flexibilities; Current production; Dynamical environment; Future performance; Mass customization; Performance indicators; Production planning and control; Real-time environment; Assembly","Article","Scopus","2-s2.0-85105500770"
"Grobler-Dębska, K.; Żak, B.; Baranowski, J.; Kucharska, E.; Domagala, A.","Grobler-Dębska, Katarzyna (56025875200); Żak, Bartłomiej (57283141700); Baranowski, Jerzy (7004997288); Kucharska, Edyta (55860800816); Domagala, Adam (57224509708)","56025875200; 57283141700; 7004997288; 55860800816; 57224509708","Research on effective analysis and forecasting of demand in ERP systems - Case studies","2021","1","10.1109/MMAR49549.2021.9528464","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116221162&doi=10.1109%2FMMAR49549.2021.9528464&partnerID=40&md5=269de24cc3e701a1524e9ea4173c60e1","Supply chain planning, and especially demand forecasting in companies, is a difficult task for organizations and both crucial for their profits and for market penetration. The main difficulty is that there is a lack of analysts in manufacturing companies and the lack of an adequate forecasting method. Although science provides many methods for forecasting, business cannot apply them. The main software supporting management in companies are ERP systems. ERP support decision-making at the strategic, tactical and operational level. It must also have an intuitive forecasting tool. The paper presents the results of the InfoConsulting research and development project related to the adaptation of the forecasting tool based on IFS Application so that it meets the requirements of Polish companies from mass customization and pharmacy industry and the development of a quick implementation method. © 2021 Elsevier B.V., All rights reserved.","case studies; ERP systems; forecasting methods; supply chain planning","Decision making; Enterprise resource planning; Supply chains; Case-studies; Decisions makings; Demand forecasting; Effective analysis; ERP system; Forecasting methods; Forecasting tools; Manufacturing companies; Market penetration; Supply chain planning; Forecasting","Conference paper","Scopus","2-s2.0-85116221162"
"Zhang, L.; Hu, Y.; Tang, Q.; Li, J.; Li, Z.","Zhang, Liping (54796346100); Hu, Yifan (57199456427); Tang, Qiuhua (16305212200); Li, Jie (55720769000); Li, Zhixiong (57199421651)","54796346100; 57199456427; 16305212200; 55720769000; 57199421651","Data-driven dispatching rules mining and real-time decision-making methodology in intelligent manufacturing shop floor with uncertainty","2021","13","10.3390/s21144836","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110421328&doi=10.3390%2Fs21144836&partnerID=40&md5=44c1d9208cbe05edc52fac81f93188c9","In modern manufacturing industry, the methods supporting real-time decision-making are the urgent requirement to response the uncertainty and complexity in intelligent production process. In this paper, a novel closed-loop scheduling framework is proposed to achieve real-time decision making by calling the appropriate data-driven dispatching rules at each rescheduling point. This framework contains four parts: offline training, online decision-making, data base and rules base. In the offline training part, the potential and appropriate dispatching rules with managers’ expectations are explored successfully by an improved gene expression program (IGEP) from the historical production data, not just the available or predictable information of the shop floor. In the online decision-making part, the intelligent shop floor will implement the scheduling scheme which is scheduled by the appropriate dispatching rules from rules base and store the production data into the data base. This approach is evaluated in a scenario of the intelligent job shop with random jobs arrival. Numerical experiments demonstrate that the proposed method outperformed the existing well-known single and combination dispatching rules or the discovered dispatching rules via metaheuristic algorithm in term of makespan, total flow time and tardiness. © 2021 Elsevier B.V., All rights reserved.","Data-driven; Dispatching rules; Machine learning; Offline training; Online decision-making","Floors; Gene expression; Job shop scheduling; Manufacture; Numerical methods; Personnel training; Scheduling; Historical production; Intelligent Manufacturing; Manufacturing industries; Meta heuristic algorithm; Numerical experiments; On-line decision makings; Real time decision-making; Uncertainty and complexity; Decision making; algorithm; uncertainty; Algorithms; Uncertainty","Article","Scopus","2-s2.0-85110421328"
"Jia, Z.; Chen, J.; Dai, Y.","Jia, Zhiyang (56669163700); Chen, Jingchuan (57211208784); Dai, Yaping (7401512972)","56669163700; 57211208784; 7401512972","Decomposition and Aggregation-Based Real-Time Analysis of Assembly Systems with Geometric Machines and Small Batch-Based Production Tasks","2021","8","10.1109/TASE.2019.2963064","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112685557&doi=10.1109%2FTASE.2019.2963064&partnerID=40&md5=f75c8c4fd381b24005de87b546f2d653","Steady-state analysis on production systems, especially serial lines with rigid production mode, have been carried out in a large amount of research literature. With the development of the advanced manufacturing technologies, as well as the national strategies, for example, Made in China 2025, real-time performance evaluation, prediction, production management, and efficient control of systems with flexible production mode are gradually becoming important issues. Under the assumption of assembly systems with small batch-based production tasks, we develop a mathematical model for the real-time performance analysis of such systems with the geometric machine reliability model, which is applicable in many manufacturing environments. The formulas for real-time performance analysis are derived first using the Markovian approach for three-machine assembly systems. Then, based on the idea of decomposition and aggregation, an algorithm with high accuracy and efficiency for system real-time performance approximation is proposed. Finally, the decomposition and aggregation-based real-time analysis approach is extended to the generalized assembly systems. Note to Practitioners - As the concept of manufacturing intelligence being proposed and promoted, system flexibility appears frequently in production in recent years. A flexible production refers to the implementation of small batch-based production with multitype of products on the same production line, by quick setup or machine adjustments. The steady-state analysis method that is traditionally used might be not applicable in this case since most of the production process is in transient state. An approximation-based analytical method, for real-time performance evaluation of assembly systems with small batch-based production tasks and with machines having the geometric reliability model, is proposed. The algorithm developed in this article can be utilized by production managers and engineers, with which the real-time performance of the systems can be predicted with high accuracy. It can also provide assistance for decision-making on activities of production control. © 2021 Elsevier B.V., All rights reserved.","Assembly system; batch-based production; geometric reliability model; real-time analysis","Approximation algorithms; Assembly; Decision making; Geometry; Manufacture; Markov processes; Petroleum reservoir evaluation; Production control; Reliability analysis; Riveting; Advanced manufacturing technologies; Decomposition and aggregation; Manufacturing environments; National strategies; Production management; Real time performance; Real time performance evaluation; Steady-state analysis; Real time systems","Article","Scopus","2-s2.0-85112685557"
"Berti, N.; Finco, S.; Battaïa, O.; Delorme, X.","Berti, Nicola (57218313393); Finco, S. (57200245353); Battaïa, Olga (54881280800); Delorme, Xavier (55893033200)","57218313393; 57200245353; 54881280800; 55893033200","Ageing workforce effects in Dual-Resource Constrained job-shop scheduling","2021","70","10.1016/j.ijpe.2021.108151","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105560156&doi=10.1016%2Fj.ijpe.2021.108151&partnerID=40&md5=0f2cd220ffb1bf8337c048b03f777afc","Currently, the ageing population is getting higher attention in production systems due to the increasing percentage of the ageing workforce, which persists longer in the working environment. Older workers are more vulnerable because of a possible decrease in physical capacities but can have a higher experience level. It is important to evaluate these factors during production process decisions and adapt the working environment to such workers. In such a way, production systems performance and workers’ well-being are jointly achieved. In companies aiming to include these aspects, digitalisation and automation can provide tools that can be used at tactical, strategic or operational levels. For example, at the operational level, wearable sensors, smart devices or trackers can be used in analysing the working time, effort and physical fatigue of operators via human-energy expenditure. These measures can be used to assess the required recovery time. However, the most challenging step is to include these measures in the decision-making process to organise the working process for operators according to their profiles and health restrictions. In this paper, we show how fatigue can be incorporated into operational processes such as scheduling in the context of a Dual-Resource Constrained (DRC) job shop. We consider several models to integrate rest allowance into the scheduling process and present a heuristic approach to assign operations to workers and machines. The impact of rest allowance on system performance is measured and managerial insights are provided. © 2021 Elsevier B.V., All rights reserved.","Ageing workforce; DRC Job Shop; Human factors; Production systems; Rest allowance","Decision making; Heuristic methods; Human resource management; Job shop scheduling; Aging workforce; Dual resource constrained; Dual-resource constrained job shop; Job-Shop scheduling; Operational level; Production system; Rest allowance; Systems performance; Workers'; Working environment; Human engineering","Article","Scopus","2-s2.0-85105560156"
"Şahman, M.A.","Şahman, Mehmet Akif (43361772800)","43361772800","A discrete spotted hyena optimizer for solving distributed job shop scheduling problems","2021","58","10.1016/j.asoc.2021.107349","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103695362&doi=10.1016%2Fj.asoc.2021.107349&partnerID=40&md5=1a2e75a1e4ff21a4888e423b22ba7854","Scheduling is an important decision-making process for manufacturing companies. Shop scheduling is a subsection of scheduling related to manufacturing shops. The job shop scheduling problem (JSP) aims to minimize the makespan of a product value of the production process. This issue is related to optimizing the sequence of the jobs on appropriate machines. With globalization, manufacturing shops are scattered around the world. The distributed job shop scheduling problem (DJSP) tries to solve the optimizing sequence on these scattered facilities. DJSP is more complex than JSP. DJSP is solved by exact and heuristic solvers. Exact solvers more time-consuming processes for huge problems. In this work, a discrete version of the spotted hyena optimizer (DSHO) is proposed for solving DJSP. A workload-based facility order mechanism and a greedy heuristic approach are combined with the DSHO algorithm. 80 distributed job shop scheduling problems (DJSP) are solved by DSHO. For evaluating the performance of the DSHO, numerical results of the 480 (2 facilities to 7 facilities) large instances that are derived from well-known JSP benchmarks are compared with four different discrete meta-heuristic algorithms. The experimental results are shown that DSHO is a pioneer solver for DJSP. © 2021 Elsevier B.V., All rights reserved.","Discrete spotted hyena optimizer; Discrete swarm intelligence; Distributed job shop scheduling; Job shop scheduling; Spotted hyena optimizer","Benchmarking; Decision making; Heuristic algorithms; Heuristic methods; Machine shops; Manufacture; Optimization; Scheduling; Decision making process; Greedy heuristics; Job shop scheduling problems; Manufacturing companies; Meta heuristic algorithm; Numerical results; Ordering mechanism; Production process; Job shop scheduling","Article","Scopus","2-s2.0-85103695362"
"Serrano-Ruiz, J.C.; Mula, J.; Poler, R.","Serrano-Ruiz, Julio C. (57354419800); Mula, Josefa (57200788653); Poler, Raul (22734966200)","57354419800; 57200788653; 22734966200","Smart digital twin for ZDM-based job-shop scheduling","2021","20","10.1109/MetroInd4.0IoT51437.2021.9488473","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112041197&doi=10.1109%2FMetroInd4.0IoT51437.2021.9488473&partnerID=40&md5=f29be47d61dbb24813187da043a9ee6e","The growing digitization of manufacturing processes is revolutionizing the production job-shop by leading it toward the Smart Manufacturing (SM) paradigm. For a process to be smart, it is necessary to combine a given blend of data technologies, information and knowledge that enable it to perceive its environment and to autonomously perform actions that maximize its success possibilities in its assigned tasks. Of all the different ways leading to this transformation, both the generation of virtual replicas of processes and applying artificial intelligence (AI) techniques provide a wide range of possibilities whose exploration is today a far from negligible sources of opportunities to increase industrial companies' competitiveness. As a complex manufacturing process, production order scheduling in the job-shop is a necessary scenario to act by implementing these technologies. This research work considers an initial conceptual smart digital twin (SDT) framework for scheduling job-shop orders in a zero-defect manufacturing (ZDM) environment. The SDT virtually replicates the job-shop scheduling issue to simulate it and, based on the deep reinforcement learning (DRL) methodology, trains a prescriber agent and a process monitor. This simulation and training setting will facilitate analyses, optimization, defect and failure avoidance and, in short, decision making, to improve job-shop scheduling. © 2021 Elsevier B.V., All rights reserved.","Job-shop; Scheduling; Smart digital twin; Smart Manufacturing; Zero-defect manufacturing","Competition; Decision making; Deep learning; Defects; Digital twin; Industrial research; Industry 4.0; Internet of things; Optimization; Reinforcement learning; Scheduling; Complex manufacturing process; Data technologies; Failure avoidance; Industrial companies; Manufacturing process; Production order; Simulation and training; Smart manufacturing; Job shop scheduling","Conference paper","Scopus","2-s2.0-85112041197"
"Senington, R.; Schmidt, B.; Syberfeldt, A.","Senington, Richard (56001268700); Schmidt, Bernard (56408781900); Syberfeldt, Anna (25639958400)","56001268700; 56408781900; 25639958400","Monte Carlo Tree Search for online decision making in smart industrial production","2021","15","10.1016/j.compind.2021.103433","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102784041&doi=10.1016%2Fj.compind.2021.103433&partnerID=40&md5=a449101b72e67ee0a82b013648d32ba4","This paper considers the issue of rapid automated decision making in changing factory environments, situations including human-robot collaboration, mass customisation and the need to rapidly adapt activities to new conditions. The approach taken is to adapt the Monte Carlo Tree Search (MCTS) algorithm to provide online choices for the possible actions of machines and workers, interleaving them dynamically in response to the changing conditions of the production process. This paper describes how the MCTS algorithm has been adapted for use in production environments and then the proposed method is illustrated by two examples of the system in use, one simulated and one in a physical test cell. © 2021 Elsevier B.V., All rights reserved.","Discrete event simulation; Dynamic scheduling; HRC; Human-robot collaboration; MCTS; Monte Carlo Tree Search","Monte Carlo methods; Social robots; Trees (mathematics); Automated decision making; Human-robot collaboration; Industrial production; Monte Carlo tree search (MCTS); Monte-Carlo tree searches; On-line decision makings; Production environments; Production process; Decision making","Article","Scopus","2-s2.0-85102784041"
"Ceylan, Z.; Tozan, H.; Bulkan, S.","Ceylan, Zeynep (57210614739); Tozan, Hakan (25929669700); Bulkan, Serol (36238723800)","57210614739; 25929669700; 36238723800","A coordinated scheduling problem for the supply chain in a flexible job shop machine environment","2021","12","10.1007/s12351-020-00615-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098770952&doi=10.1007%2Fs12351-020-00615-0&partnerID=40&md5=f48acb469bc5526fe9835700bbfa3a7d","In this study, a new coordinated scheduling problem is proposed for the multi-stage supply chain network. A multi-product and multi-period supply chain structure has been developed, including a factory, warehouses, and customers. Furthermore, the flexible job shop scheduling problem is integrated into the manufacturing part of the supply chain network to make the structure more comprehensive. In the proposed problem, each product includes a sequence of operations and is processed on a set of multi-functional machines at the factory to produce the final product. Final products are delivered to the warehouses to meet customers’ demands. If the demands of customers are not fulfilled, the shortage in the form of backorder may occur at any period. The problem is expressed as a bi-objective mixed-integer linear programming (MILP) model. The first objective function is to minimize the total supply chain costs. On the other hand, the second objective function aims to minimize the makespan in all periods. A numerical example is presented to evaluate the performance of the proposed MILP model. Five multi-objective decision-making (MODM) methods, namely weighted sum, goal programming, goal attainment, LP metric, and max–min, are used to provide different alternative solutions to the decision-makers. The performance of the methods is evaluated according to both objective function values and CPU time criteria. In order to select the best solution technique, the displaced ideal solution method is applied. The results reveal that the weighted sum method is the best among all MODM methods. © 2021 Elsevier B.V., All rights reserved.","Coordination; Flexible job shop scheduling; MODM; Multi-objective; Supply chain","","Article","Scopus","2-s2.0-85098770952"
